@id,@lat,@lon,name,leisure,sport
164438227,54.1992518,-2.8321816,,pitch,tennis
164461535,52.2060731,0.4017592,,pitch,tennis
164462099,52.2028346,0.3618326,,pitch,tennis
164493790,52.2707649,0.2971335,,pitch,tennis
164510640,55.0566489,-1.7445070,,pitch,tennis
164675982,51.8111383,-0.3562723,,pitch,tennis
164686000,51.9069490,0.0281375,,pitch,tennis
164707430,52.2705121,0.3741276,,pitch,tennis
164707438,52.2704976,0.3743521,,pitch,tennis
164707442,52.2705371,0.3738926,,pitch,tennis
164894590,52.6331131,1.4499120,,pitch,tennis
164894592,52.6328029,1.4504058,,pitch,tennis
164894593,52.6331121,1.4497010,,pitch,tennis
164894595,52.6331135,1.4501745,,pitch,tennis
164929296,51.4990558,-3.4259598,,pitch,tennis
164944153,51.4188667,-3.3698308,,pitch,tennis
164947518,51.4795670,-3.6984132,,pitch,tennis
164947580,51.4810773,-3.6981151,,pitch,tennis
164965281,51.3693398,-0.0914348,,pitch,tennis
164965282,51.3693481,-0.0917543,,pitch,tennis
164965284,51.3696652,-0.0914340,,pitch,tennis
164972746,53.5905123,-2.3028450,,pitch,tennis
164972749,53.5909044,-2.3029845,,pitch,tennis
164972769,53.5910692,-2.3023783,,pitch,tennis
164972770,53.5908445,-2.3027901,,pitch,tennis
164972771,53.5911802,-2.3027498,,pitch,tennis
164972790,53.5907888,-2.3026076,,pitch,tennis
164972792,53.5905705,-2.3030260,,pitch,tennis
164972793,53.5911260,-2.3025648,,pitch,tennis
165059247,52.8195703,1.3925612,,pitch,tennis
165185405,51.4012532,-3.2349225,,pitch,tennis
165189272,51.4369940,-3.1715662,,pitch,tennis
165200810,51.2514479,-0.3419298,,pitch,tennis
165216020,53.1523902,-2.6643302,,pitch,tennis
165257520,53.8621251,-0.4945711,,pitch,tennis
165268134,53.7390303,-0.4042328,,pitch,tennis
165289436,51.2183402,1.3978193,,pitch,tennis
165332887,51.3400650,-1.9911707,,pitch,tennis
165369700,52.2076194,0.1077938,,pitch,tennis
165369701,52.2075830,0.1080713,,pitch,tennis
165369702,52.2075074,0.1086431,,pitch,tennis
165369703,52.2074755,0.1088862,,pitch,tennis
165369705,52.2075466,0.1083488,,pitch,tennis
165374956,50.8765731,-1.2904515,,pitch,tennis
165374957,50.8763062,-1.2905638,,pitch,tennis
165395482,52.4407877,0.9280120,,playground,tennis
165405655,50.8641128,-3.1410134,,pitch,tennis
165451922,51.5931842,-3.4754130,,pitch,tennis
165486965,51.2287443,-3.8634582,,pitch,tennis
165488654,53.0019422,-0.4090470,,pitch,tennis
165574690,50.7010992,-3.2241181,,pitch,tennis
165601140,51.6120324,-3.5808766,,pitch,tennis
165632615,55.0427034,-1.7430668,,pitch,tennis
165632618,55.0430042,-1.7409423,,pitch,tennis
165641998,51.4656243,-0.3079270,,pitch,tennis
165642007,51.4657691,-0.3087526,,pitch,tennis
165735649,52.5347876,-2.1846990,,pitch,tennis
165766246,51.3598873,1.4180685,,pitch,tennis
165766247,51.3600067,1.4181257,,pitch,tennis
165766249,51.3597723,1.4180157,,pitch,tennis
165766250,51.3596539,1.4179603,,pitch,tennis
165766256,51.3601230,1.4181850,,pitch,tennis
165839093,55.6325918,-6.1914794,,pitch,tennis
165993347,51.0226993,0.2618474,,pitch,tennis
166037168,50.3733293,-4.2274507,,pitch,tennis
166045218,53.8768921,-1.1565763,,,tennis
166087702,53.9509995,-1.0474694,,pitch,tennis
166087704,53.9511198,-1.0465722,,pitch,tennis
166100775,50.6843787,-3.3674403,,pitch,tennis
166227199,51.8949635,-2.9313510,,pitch,tennis
166257448,56.0426468,-2.8186772,,pitch,tennis
166260639,52.8174481,-1.6471186,,pitch,tennis
166265096,51.8965810,-2.0847703,,pitch,tennis
166338304,51.8943417,-2.0811513,Court 1,pitch,tennis
166482767,54.9029248,-5.0289936,,pitch,tennis
166482768,54.9029055,-5.0287414,,pitch,tennis
166512349,51.8858103,-2.9736611,,,tennis
166586022,51.4374010,-0.5832865,,pitch,tennis
166586115,51.4373259,-0.5784623,,pitch,tennis
166687737,51.8045090,0.5642687,,pitch,tennis
166706617,51.9728430,-2.9322054,,pitch,tennis
166709618,53.5368598,-2.2184343,,pitch,tennis
166723109,51.7975281,-0.5612301,,pitch,tennis
166724730,50.9088975,-3.4615234,,pitch,tennis
166727679,52.9857239,-1.1749077,,pitch,tennis
166734650,52.9883126,-1.1518698,,pitch,tennis
166749985,51.6141372,-1.7895853,,pitch,tennis
166749986,51.6128820,-1.7816839,,pitch,tennis
166749987,51.6129455,-1.7815037,,pitch,tennis
166837242,51.8906286,-2.1250012,,pitch,tennis
166856720,51.8101679,-0.5594969,,pitch,tennis
166870070,51.6720267,-1.9075697,,pitch,tennis
166870071,51.6719727,-1.9077613,,pitch,tennis
166870073,51.6718085,-1.9071317,,pitch,tennis
166870998,51.0829124,-1.3082198,,pitch,tennis
166871689,53.7374552,-0.4025462,,pitch,tennis
166978684,51.8605590,-2.9955673,,pitch,tennis
167005731,50.4143184,-3.7279530,,pitch,tennis
167032646,50.8662407,-0.7340925,,pitch,tennis
167032647,50.8661339,-0.7342259,,pitch,tennis
167057799,53.9296053,-1.3819923,,pitch,tennis
167191437,50.4107626,-3.6708813,,pitch,tennis
167196276,52.2604156,0.1213421,,pitch,tennis
167201863,54.2261376,-2.7766929,,pitch,tennis
167225391,51.0448832,0.0259151,,pitch,tennis
167226314,51.0395252,0.0328894,,pitch,tennis
167226334,51.0410118,0.0395045,,pitch,tennis
167245758,51.5789792,-1.8162571,,pitch,tennis
167245759,51.5790562,-1.8164826,,pitch,tennis
167245760,51.5791313,-1.8166993,,pitch,tennis
167245761,51.5792053,-1.8169158,,pitch,tennis
167270575,53.4472530,-2.3926562,,pitch,tennis
167274771,51.7682254,-0.6269068,,pitch,tennis
167297668,54.6336186,-2.6602405,,pitch,tennis
167297669,54.6345623,-2.6604686,,pitch,tennis
167297670,54.6343205,-2.6610594,,pitch,tennis
167398913,51.3380744,1.0145819,,pitch,tennis
167437432,51.1607867,0.0056887,,pitch,tennis
167444199,51.3371425,1.2955732,,pitch,tennis
167444201,51.3351114,1.2832134,,pitch,tennis
167528999,52.4373304,-0.2818557,,pitch,tennis
167578779,52.6102369,1.2748108,,pitch,tennis
167682335,50.2675792,-3.8629403,,pitch,tennis
167779226,51.8428163,-0.0280597,,pitch,tennis
167837798,51.7963324,-0.6347183,,pitch,tennis
167839172,51.9119258,-2.0641410,,pitch,tennis
167877424,50.2346658,-3.6605997,,pitch,tennis
167891579,51.8565670,-0.0637356,,pitch,tennis
168061812,51.3266368,0.9362779,,pitch,tennis
168101444,52.5157074,-0.2543098,,pitch,tennis
168196938,51.1942425,-0.5322483,,pitch,tennis
168209053,51.9148336,-0.0087233,,pitch,tennis
168217565,51.8746884,-0.0641540,,pitch,tennis
168219514,51.8727274,-0.0462695,,pitch,tennis
168225338,52.4399047,-0.2832377,,pitch,tennis
168242556,53.9219360,-1.6478043,,pitch,tennis
168250283,51.9129642,-2.0510957,,pitch,tennis
168289564,51.0150924,0.0154198,,pitch,tennis
168303903,51.8040326,-0.0873430,,pitch,tennis
168362389,50.8460860,-0.2989950,,pitch,tennis
168362394,50.8470917,-0.2983533,,pitch,tennis
168362396,50.8466932,-0.2978234,,pitch,tennis
168417702,51.7490407,-2.2259871,,pitch,tennis
168538251,52.0543079,1.1966799,,pitch,tennis
168538252,52.0543149,1.1959213,,pitch,tennis
168541249,51.6031368,-1.7838448,,pitch,tennis
168541250,51.6030253,-1.7843643,,pitch,tennis
168541251,51.6030200,-1.7841171,,pitch,tennis
168577141,52.4490707,0.0521323,,pitch,tennis
168577144,52.4491146,0.0516883,,pitch,tennis
168577145,52.4492593,0.0517418,,pitch,tennis
168577149,52.4492147,0.0521894,,pitch,tennis
168759291,55.9012137,-3.5183032,,pitch,tennis
168831714,53.3459590,-1.4877754,,pitch,tennis
168835617,51.4572479,-0.5552842,,pitch,tennis
168835620,51.4574906,-0.5555556,,pitch,tennis
168835623,51.4577075,-0.5558737,,pitch,tennis
168839831,51.4273521,-0.5216252,,pitch,tennis
168856577,52.0332224,0.2080138,,pitch,tennis
168856582,52.0362001,0.2120238,,pitch,tennis
168859119,51.9731883,0.1294328,,pitch,tennis
168865503,51.9016617,0.3419507,,pitch,tennis
168866020,51.9508232,0.3482314,,pitch,tennis
168866024,52.0118337,0.3284712,,pitch,tennis
168907797,51.9517496,0.9297716,,pitch,tennis
168937961,52.8420996,0.5108025,,pitch,tennis
168984224,51.9159186,-0.0321274,,pitch,tennis
169083265,51.3988871,-0.2296272,,pitch,tennis
169083266,51.3989686,-0.2302040,,pitch,tennis
169200664,51.9120297,-0.0068956,,pitch,tennis
169243396,51.8866432,-2.0996986,,pitch,tennis
169260437,51.9438311,-0.0844478,,pitch,tennis
169260438,51.9405715,-0.0948187,,pitch,tennis
169317600,51.7304375,-2.1453824,Chalford Tennis Club,pitch,tennis
169377399,55.7414550,-2.0672740,,pitch,tennis
169391852,51.8921893,-2.1034726,,pitch,tennis
169482035,53.9533774,-1.0397083,,pitch,tennis
169635336,53.0264643,-1.4877651,,pitch,tennis
169635337,53.0266822,-1.4886739,,pitch,tennis
169635339,53.0261653,-1.4878905,,pitch,tennis
169639064,52.6158923,-1.6119593,,pitch,tennis
169702857,51.5964954,-1.8149632,,pitch,tennis
169723611,54.2366780,-0.7547093,,pitch,tennis
169730427,52.8753614,-1.4261573,,pitch,tennis
169760002,52.4316917,-1.6302944,,pitch,tennis
169766322,51.9445833,-0.0877923,,pitch,tennis
169766323,51.9451002,-0.0867629,,pitch,tennis
169797905,52.5348152,-0.2636498,,pitch,tennis
169824819,52.4307062,-1.6411399,,pitch,tennis
169858239,51.7916184,-0.0678323,,pitch,tennis
169870510,51.8503916,-0.0892022,,pitch,tennis
169958337,52.3844753,-1.7644118,,pitch,tennis
169968448,51.7602829,-0.2518980,,pitch,tennis
169968452,51.7602762,-0.2521641,,pitch,tennis
169972653,51.4489698,-0.6307316,,pitch,tennis
169972677,51.4418348,-0.6361652,,pitch,tennis
170013833,50.4829493,-3.6904536,,pitch,tennis
170013834,50.4884749,-3.6815534,,pitch,tennis
170014059,51.2138018,-0.7487187,,pitch,tennis
170014061,51.2125646,-0.7541952,,pitch,tennis
170014072,51.2076579,-0.7505021,,pitch,tennis
170014078,51.2105785,-0.7485715,,pitch,tennis
170014079,51.2073874,-0.7596282,,pitch,tennis
170014082,51.2058708,-0.7524584,,pitch,tennis
170014087,51.2107174,-0.7603755,,pitch,tennis
170014093,51.2120485,-0.7490869,,pitch,tennis
170014095,51.2118852,-0.7544038,,pitch,tennis
170014105,51.2093242,-0.7560449,,pitch,tennis
170014108,51.2069301,-0.7528777,,pitch,tennis
170014115,51.2109444,-0.7492919,,pitch,tennis
170014116,51.2065743,-0.7579923,,pitch,tennis
170014118,51.2079509,-0.7602984,,pitch,tennis
170014119,51.2078581,-0.7531421,,pitch,tennis
170014121,51.2091282,-0.7567308,,pitch,tennis
170014124,51.2108493,-0.7486094,,pitch,tennis
170014128,51.2139636,-0.7548489,,pitch,tennis
170035454,51.4659506,-0.6096543,,pitch,tennis
170055589,53.9262791,-0.9464130,,pitch,tennis
170085723,50.5852759,-3.6781263,,pitch,tennis
170122749,52.2900938,-3.2454243,,pitch,tennis
170122968,50.9355230,-1.4636385,,pitch,tennis
170122969,50.9354635,-1.4638707,,pitch,tennis
170122971,50.9357680,-1.4640797,,pitch,tennis
170122972,50.9360713,-1.4642917,,pitch,tennis
170156561,51.8147230,-2.7085916,,pitch,tennis
170235454,51.3573201,-0.7087076,,pitch,tennis
170270163,51.7789493,-1.2692440,Alexandra Courts,,tennis
170323890,50.9180255,-1.2905534,,pitch,tennis
170327975,54.2872072,-1.3432973,,pitch,tennis
170327979,54.2871998,-1.3430616,,pitch,tennis
170327982,54.2871970,-1.3430639,Leake Tennis Club,pitch,tennis
170327983,54.2871923,-1.3428365,,pitch,tennis
170331965,51.7228085,-0.2929335,,pitch,tennis
170331966,51.7224678,-0.2928353,,pitch,tennis
170331967,51.7227315,-0.2931197,,pitch,tennis
170331970,51.7225448,-0.2926492,,pitch,tennis
170336063,52.5953120,-0.2630659,,pitch,tennis
170336178,51.7344219,-0.2921086,,pitch,tennis
170435726,50.4800089,-3.5566979,,pitch,tennis
170459149,51.4197287,-0.8364208,,pitch,tennis
170510792,52.1152682,0.0624113,,pitch,tennis
170534064,52.9041929,-1.4873332,Derbyshire Tennis Centre,sports_centre,tennis
170553961,53.7930729,-2.2495355,,pitch,tennis
170605472,52.0076486,-0.2052397,,pitch,tennis
170605478,52.0079217,-0.2060259,,pitch,tennis
170606217,51.5107547,0.0362420,,pitch,tennis
170629369,51.6533534,-3.9359912,,pitch,tennis
170658093,56.3798211,-4.2180037,,pitch,tennis
170767537,52.2614734,-2.2778181,,pitch,tennis
170772815,52.3109297,-2.3035200,,pitch,tennis
170992305,51.4777396,-1.6223180,Aldbourne Lawn Tennis Club,pitch,tennis
171009525,52.5148770,-1.8421343,,pitch,tennis
171223592,50.8176202,-0.3673145,,pitch,tennis
171224867,50.8188801,-0.3573045,,pitch,tennis
171237532,53.0785922,-1.1649470,,pitch,tennis
171237534,53.0782448,-1.1644883,,pitch,tennis
171237537,53.0779086,-1.1640457,,pitch,tennis
171299686,51.4816063,-0.0934143,Court 4,pitch,tennis
171339350,52.7227090,-2.0997001,,pitch,tennis
171561700,52.3049246,-4.1608686,,pitch,tennis
171697856,51.1097524,0.0278368,,pitch,tennis
171752065,51.4498332,-3.2610195,,pitch,tennis
171752067,51.4497601,-3.2611859,,pitch,tennis
171768040,51.6150619,-0.8819241,,pitch,tennis
171775551,51.3581096,-0.7050256,Bagshot Tennis Club,,tennis
171775557,51.3576939,-0.7057906,,pitch,tennis
171775558,51.3576551,-0.7060020,,pitch,tennis
171775559,51.3576139,-0.7062195,,pitch,tennis
171775560,51.3577327,-0.7055807,,pitch,tennis
171842750,52.0981070,0.1040415,,pitch,tennis
171861967,51.5923412,-2.1040509,,pitch,tennis
171861968,51.5919642,-2.1039777,,pitch,tennis
171880705,51.6129462,-0.8823406,,pitch,tennis
171920742,52.0945863,0.0932489,,pitch,tennis
171920766,52.0949702,0.0986576,,pitch,tennis
171948560,51.0873516,-4.0710333,,pitch,tennis
171963836,51.6149514,-0.8952668,,pitch,tennis
171996520,50.5439413,-3.4961481,,pitch,tennis
172013260,51.6103499,-0.9117230,,pitch,tennis
172046281,51.7631957,-0.3378148,,pitch,tennis
172071064,51.9175438,0.0208440,,pitch,tennis
172144665,51.6020644,-0.8829681,,pitch,tennis
172144702,51.5923804,-0.8777194,,pitch,tennis
172144718,51.5868958,-0.8729507,,pitch,tennis
172144784,51.5930208,-0.8735382,,pitch,tennis
172188106,52.0874288,0.0161580,,pitch,tennis
172188112,52.0877457,0.0166493,,pitch,tennis
172188648,51.5710158,0.0592352,,pitch,tennis
172224211,53.4672575,-2.1500521,,pitch,tennis
172233509,51.3446779,-0.2656034,,pitch,tennis
172278778,51.5855417,-0.8889190,,pitch,tennis
172279259,51.4143990,-1.7403599,,pitch,tennis
172298778,52.0660384,1.1497381,,pitch,tennis
172341098,51.8796540,0.0753544,,pitch,tennis
172341108,51.8812284,0.0571920,,pitch,tennis
172348296,51.9105479,-0.0697315,,pitch,tennis
172456355,51.6138608,-0.9214357,,pitch,tennis
172496655,51.0538447,0.6266886,,pitch,tennis
172593369,52.7255576,-4.0587785,,pitch,tennis
172685001,53.0116347,-1.5135722,,pitch,tennis
172811896,51.7601246,-0.3385911,,pitch,tennis
172811900,51.7604584,-0.3384297,,pitch,tennis
172811902,51.7607716,-0.3380405,,pitch,tennis
172860005,51.5974541,-0.9320481,,pitch,tennis
172954240,52.6164034,-0.6818859,,pitch,tennis
172954248,52.6162843,-0.6852597,,pitch,tennis
173063553,54.5422304,-1.2094594,Tennis World,,tennis
173063561,54.5419879,-1.2105523,,pitch,tennis
173164173,53.7758921,-0.4013735,,pitch,tennis
173164174,53.7759541,-0.4007658,,pitch,tennis
173164175,53.7762412,-0.4011083,,pitch,tennis
173164176,53.7756465,-0.4000700,,pitch,tennis
173164177,53.7760196,-0.4001611,,pitch,tennis
173172579,53.0058321,-0.3975537,,pitch,tennis
173207897,52.9964463,-0.3994805,,pitch,tennis
173297488,51.6288494,0.0614934,,pitch,tennis
173346387,51.8916761,-0.1475349,,pitch,tennis
173457035,51.4695228,-0.9107554,,pitch,tennis
173457037,51.4691191,-0.9118325,,pitch,tennis
173498323,51.9095066,-0.1323036,,pitch,tennis
173538757,51.4926449,-0.8834140,,pitch,tennis
173587188,51.4433860,-2.6195732,Greville Smyth Tennis Club,pitch,tennis
173662540,55.0782368,-2.9516968,,pitch,tennis
173669345,54.5284529,-2.6755258,,pitch,tennis
173679125,50.7862676,-1.3668555,,pitch,tennis
173737701,53.4371266,-2.1915658,,pitch,tennis
173737709,53.4371508,-2.1917821,,pitch,tennis
173928759,55.6272430,-2.4078593,,pitch,tennis
173989168,51.9041158,-0.1542162,,pitch,tennis
173989874,51.9001894,-0.1499113,,pitch,tennis
174128463,51.3524853,-0.1362324,,pitch,tennis
174139432,52.2676410,-0.2738320,,pitch,tennis
174269762,52.4985833,-1.7019857,,pitch,tennis
174269764,52.4993768,-1.7021553,,pitch,tennis
174378235,51.7428166,-1.7804007,,pitch,tennis
174459017,50.3300866,-3.6259574,,pitch,tennis
174581449,51.9547925,-0.1656304,,pitch,tennis
174613704,52.7228038,-0.6282161,,pitch,tennis
174645635,53.1591633,-0.1821001,Woodhall Spa Tennis Buddies Centre,sports_hall,tennis
174683862,51.9705533,-0.1508446,,pitch,tennis
174693943,51.0001640,-0.6839468,Lodsworth Tennis Court,pitch,tennis
174744971,51.3700958,-0.8290817,,pitch,tennis
174744993,51.3696292,-0.8309705,,pitch,tennis
174745009,51.3694610,-0.8314282,,pitch,tennis
174748665,51.3842545,-0.8188537,,pitch,tennis
174763889,52.1395093,0.0701128,,pitch,tennis
174774760,52.2222565,0.3263953,,pitch,tennis
174846690,55.6276060,-2.4663810,,pitch,tennis
174875486,52.5792565,-1.8410166,Four Oaks Tennis Club,pitch,tennis
174977478,51.9064661,-0.1110433,,pitch,tennis
175085428,52.1134637,-1.3131560,,pitch,tennis
175149203,51.8889536,-0.1558593,,pitch,tennis
175149205,51.8885474,-0.1549198,,pitch,tennis
175199121,56.9678749,-2.2082964,,pitch,tennis
175199125,56.9682670,-2.2067352,,pitch,tennis
175208177,52.1762809,0.1057642,,pitch,tennis
175275991,52.1425160,0.0838203,,pitch,tennis
175281245,52.1434948,0.0962707,,pitch,tennis
175322294,51.0202253,-4.2181214,,pitch,tennis
175350531,53.8941363,-1.4554214,East Keswick Tennis Club,pitch,tennis
175419196,51.4492014,-0.5794689,,pitch,tennis
175421561,51.4493113,-0.5709015,,pitch,tennis
175444843,52.1939301,0.2704300,,pitch,tennis
175460723,53.5445835,-2.1549971,,pitch,tennis
175492273,53.8953405,-1.4537894,,pitch,tennis
175508919,53.8602191,-1.8145650,,pitch,tennis
175508920,53.8601758,-1.8147649,,pitch,tennis
175517619,53.5471408,-2.1822932,,pitch,tennis
175655759,51.6913555,-0.5227642,,pitch,tennis
175665329,53.5614973,-2.1901323,,pitch,tennis
175665395,53.5697257,-2.1917833,,pitch,tennis
175665515,53.5674387,-2.2000225,,pitch,tennis
175756537,53.5536414,-2.1588528,,pitch,tennis
175792903,53.9006337,-1.4586093,,pitch,tennis
175792932,53.9062505,-1.4435353,,pitch,tennis
175846635,50.4314304,-3.5696997,,pitch,tennis
175846636,50.4314663,-3.5695024,,pitch,tennis
175846800,50.7826159,-4.5539951,,pitch,tennis
175893816,52.6192143,1.7348871,,pitch,tennis
175894444,52.6190083,1.7362306,,pitch,tennis
175894445,52.6188659,1.7361693,,pitch,tennis
175894446,52.6191591,1.7361742,,pitch,tennis
175982804,53.5414363,-2.1971938,Alkrington Tennis & Social Club,sports_centre,tennis
175998296,51.4818249,-0.6250783,,pitch,tennis
175998297,51.4821694,-0.6246631,,pitch,tennis
175998299,51.4818233,-0.6252887,,pitch,tennis
175998301,51.4818182,-0.6255007,,pitch,tennis
175998308,51.4824740,-0.6246810,,pitch,tennis
175998317,51.4825201,-0.6253226,Windsor Tennis Club,,tennis
176041679,51.4576202,-0.5933531,,pitch,tennis
176085823,52.8769383,-0.7536070,,pitch,tennis
176200414,52.2006814,0.0971149,,pitch,tennis
176210279,52.1974711,0.1076342,,pitch,tennis
176210281,52.1979678,0.1090521,,pitch,tennis
176219349,51.3344955,-2.3148954,,pitch,tennis
176219350,51.3345468,-2.3150883,,pitch,tennis
176219351,51.3541435,-2.3167887,,pitch,tennis
176250468,54.0193730,-1.0960097,Wigginton Tennis Club,pitch,tennis
176325908,51.4597172,-2.3101339,,pitch,tennis
176334036,51.1259091,-1.0591946,Medstead Lawn Tennis Club,sports_centre,tennis
176487112,51.3461857,-2.3498689,,pitch,tennis
176487114,51.3462196,-2.3525330,,pitch,tennis
176487116,51.3453765,-2.3490466,,pitch,tennis
176532200,50.3963342,-3.5429561,,pitch,tennis
176573386,51.8689591,-0.1215325,,pitch,tennis
176575690,51.8724933,-0.1325889,,pitch,tennis
176589853,51.9264257,-0.2106065,,pitch,tennis
176638998,51.0117032,-2.1864241,,pitch,tennis
176665711,51.1441337,0.7176242,,pitch,tennis
176665715,51.1461461,0.7124271,,pitch,tennis
176665716,51.1254190,0.7363143,,pitch,tennis
176665717,51.1354774,0.7008781,,pitch,tennis
176665718,51.1416639,0.7219584,,pitch,tennis
176797287,50.7357814,-3.9958236,,pitch,tennis
176805290,51.2607532,1.0690401,,pitch,tennis
176941228,54.9836227,-1.6152190,,pitch,tennis
176949500,51.3227850,-2.3761566,,pitch,tennis
176949503,51.3231940,-2.3705001,,pitch,tennis
176949509,51.3206942,-2.3738602,,pitch,tennis
176949837,51.9855821,0.2115097,,pitch,tennis
176952866,51.3210426,-2.3264532,,pitch,tennis
176982307,51.3432496,-2.3206520,,pitch,tennis
177122060,51.3344217,-2.3023156,,pitch,tennis
177143283,52.2154066,0.1026660,,pitch,tennis
177153609,51.3321175,-2.2882292,,pitch,tennis
177178265,50.9564213,-2.0107019,,pitch,tennis
177186534,52.1442082,0.3427397,,pitch,tennis
177208378,51.4329649,-3.2268885,,pitch,tennis
177208380,51.4332744,-3.2271371,,pitch,tennis
177208381,51.4335698,-3.2273718,,pitch,tennis
177208383,51.4333103,-3.2282143,,pitch,tennis
177273876,51.2173116,1.0595537,,pitch,tennis
177273877,51.2238472,1.0468583,,pitch,tennis
177283280,53.9030979,-1.3464256,,pitch,tennis
177287989,53.8996815,-1.3629339,,pitch,tennis
177360554,51.1659114,0.1910723,,pitch,tennis
177403277,51.4456041,-0.9786094,,pitch,tennis
177511674,53.5525524,-2.2223437,,pitch,tennis
177526926,51.2122378,-1.4807228,,pitch,tennis
177652914,50.6451902,-3.4248066,,pitch,tennis
177654481,50.6506081,-3.4123686,,pitch,tennis
177659532,51.2942017,1.1562280,,pitch,tennis
177665678,52.4120822,-1.3629710,,pitch,tennis
177682297,50.6583645,-3.4227387,,pitch,tennis
177683438,51.2050119,-1.5027989,,pitch,tennis
177689339,53.2414715,-1.4392149,Chesterfield Lawn Tennis Club,sports_centre,tennis
177689475,52.5843768,-0.2334618,,pitch,tennis
177689477,52.5843148,-0.2332807,,pitch,tennis
177696185,52.6185144,1.2750899,,pitch,tennis
177735855,50.6795791,-3.4501367,,pitch,tennis
177761378,50.6706763,-3.4429532,,pitch,tennis
177945093,51.3267377,-2.7163404,,pitch,tennis
177955336,53.5350026,-1.1028019,,pitch,tennis
177981973,52.0948549,-2.3396360,,pitch,tennis
177983698,51.3656648,1.3306421,,pitch,tennis
178068421,51.1905320,0.8872175,,pitch,tennis
178079046,52.9524959,1.0151507,,pitch,tennis
178116869,52.0208862,-2.0399494,,pitch,tennis
178116872,52.0206055,-2.0394030,,pitch,tennis
178129581,50.5964290,-1.1936774,,pitch,tennis
178135004,51.4327365,-3.2125924,,pitch,tennis
178153299,51.1563992,-2.0445792,Codford Tennis Club,pitch,tennis
178156519,50.4303224,-3.6172644,,pitch,tennis
178168985,50.9038949,-3.5028446,,pitch,tennis
178182241,51.1390947,-3.1653840,,pitch,tennis
178227968,53.3716830,-1.4809443,,pitch,tennis
178241103,52.6333913,-1.2310833,,pitch,tennis
178322507,52.5712276,-2.1557489,,pitch,tennis
178409999,50.3807503,-3.5982236,,pitch,tennis
178410967,53.9092934,-1.4360630,,pitch,tennis
178410968,53.9028621,-1.5044210,,pitch,tennis
178455003,52.7339567,-1.2038110,,pitch,tennis
178522123,51.2757933,0.3933263,,pitch,tennis
178522124,51.2756492,0.3938109,,pitch,tennis
178752094,51.3136070,1.0494971,,pitch,tennis
178781343,52.4235509,-3.0293171,,pitch,tennis
178901433,53.2092858,-0.9977630,,pitch,tennis
178901439,53.2106086,-1.0009847,,pitch,tennis
178901450,53.2102735,-0.9993291,,pitch,tennis
178901452,53.2102594,-0.9995773,,pitch,tennis
178901456,53.2092231,-0.9975162,,pitch,tennis
178901461,53.2106073,-1.0012049,,pitch,tennis
178901466,53.2106115,-1.0007658,,pitch,tennis
179062475,51.4697277,0.0507482,,pitch,tennis
179114133,51.4273004,-0.3099129,,pitch,tennis
179201787,53.2210137,-1.4906805,,pitch,tennis
179268423,52.1738188,0.1155485,,pitch,tennis
179368440,52.3996058,1.2932119,,pitch,tennis
179422292,51.1046985,-1.0563032,,pitch,tennis
179422308,51.1046014,-1.0564849,,pitch,tennis
179422327,51.1045038,-1.0566665,,pitch,tennis
179576036,52.6113878,1.7356009,,pitch,tennis
179616562,50.5150158,-4.8296559,,pitch,tennis
179642255,55.8399160,-3.2083568,,pitch,tennis
179718797,55.8803880,-4.3405088,,pitch,tennis
179718800,55.8802333,-4.3406040,,pitch,tennis
179718803,55.8805435,-4.3404161,,pitch,tennis
179783577,51.4886813,-0.6697313,,pitch,tennis
179783581,51.4889347,-0.6695955,,pitch,tennis
179837752,51.0021717,-2.1899298,,pitch,tennis
179940899,50.4141846,-3.5663438,,pitch,tennis
179951920,52.2752156,-1.5729950,,pitch,tennis
179951921,52.2754806,-1.5733344,,pitch,tennis
179951922,52.2764925,-1.5713278,,pitch,tennis
179951923,52.2756147,-1.5735005,,pitch,tennis
179951924,52.2765979,-1.5714638,,pitch,tennis
179951925,52.2760843,-1.5714491,,pitch,tennis
179951926,52.2764121,-1.5718561,,pitch,tennis
179951927,52.2753491,-1.5731613,,pitch,tennis
179951928,52.2763050,-1.5717193,,pitch,tennis
179951929,52.2763825,-1.5711936,,pitch,tennis
179951930,52.2761975,-1.5715819,,pitch,tennis
179951931,52.2762730,-1.5710581,,pitch,tennis
179952106,52.2780286,-1.5680554,,pitch,tennis
179952107,52.2781413,-1.5681473,,pitch,tennis
179952108,52.2782533,-1.5682431,,pitch,tennis
180045381,51.5150887,-1.7398027,,pitch,tennis
180045383,51.5150210,-1.7402467,,pitch,tennis
180045386,51.5150549,-1.7400219,,pitch,tennis
180048318,50.3551490,-3.5784199,,pitch,tennis
180105207,50.3520180,-4.2121266,,pitch,tennis
180191969,54.5159726,-7.8883014,,pitch,tennis
180235090,53.7510719,-2.6902222,,pitch,tennis
180235092,53.7510163,-2.6899466,,pitch,tennis
180235094,53.7509606,-2.6896799,,pitch,tennis
180260429,52.1673100,0.5520995,,pitch,tennis
180295213,51.6270093,-2.4392920,,pitch,tennis
180383334,53.0410027,-1.7950799,,pitch,tennis
180422916,51.4913771,-2.1078045,,pitch,tennis
180627842,54.5084678,-7.8326722,,pitch,tennis
180689655,51.2782054,-0.8506913,,pitch,tennis
180891938,51.1007603,-0.7985993,,pitch,tennis
180959394,50.8387530,-0.3137878,,pitch,tennis
